"Statecode","Statename","Countyname","Countycode","TotalPop","taxdividend_PredPop","taxdividend","taxdividendOppose_PredPop","taxdividendOppose","CO2limits_PredPop","CO2limits","CO2limitsOppose_PredPop","CO2limitsOppose","regulate_PredPop","regulate","regulateOppose_PredPop","regulateOppose","supportRPS_PredPop","supportRPS","supportRPSOppose_PredPop","supportRPSOppose","fundrenewables_PredPop","fundrenewables","fundrenewablesOppose_PredPop","fundrenewablesOppose","happening_PredPop","happening","happeningOppose_PredPop","happeningOppose","human_PredPop","human","humanOppose_PredPop","humanOppose","consensus_PredPop","consensus","consensusOppose_PredPop","consensusOppose","worried_PredPop","worried","worriedOppose_PredPop","worriedOppose","personal_PredPop","personal","personalOppose_PredPop","personalOppose","harmUS_PredPop","harmUS","harmUSOppose_PredPop","harmUSOppose","devharm_PredPop","devharm","devharmOppose_PredPop","devharmOppose","futuregen_PredPop","futuregen","futuregenOppose_PredPop","futuregenOppose","timing_PredPop","timing","timingOppose_PredPop","timingOppose"
"TX","Texas","Lampasas County, Texas",48281,13435,6154,46,2988,22,7511,56,6072,45,9152,68,4384,33,7257,54,6203,46,9878,74,3581,27,7723,57,2918,22,5629,42,5337,40,4700,35,5072,38,6259,47,7240,54,4117,31,7795,58,6055,45,5878,44,6217,46,5505,41,7532,56,4187,31,5089,38,8266,62
"TX","Texas","La Salle County, Texas",48283,4271,2172,51,709,17,2549,60,1736,41,2895,68,1337,31,2306,54,1877,44,3000,70,1175,28,2682,63,628,15,2062,48,1416,33,1625,38,1171,27,2467,58,1810,42,1796,42,1795,42,2287,54,1275,30,2284,53,1186,28,2510,59,1003,23,1941,45,2279,53
"TX","Texas","Lavaca County, Texas",48285,13605,5982,44,3046,22,7484,55,6239,46,9384,69,4316,32,7382,54,6187,45,9857,72,3785,28,7667,56,2946,22,5823,43,5335,39,4554,33,5009,37,6328,47,7335,54,4180,31,7628,56,6151,45,5676,42,6218,46,5392,40,7543,55,4122,30,5201,38,8297,61
"TX","Texas","Lee County, Texas",48287,10992,4904,45,2427,22,6363,58,4705,43,7700,70,3316,30,6127,56,4801,44,8072,73,2885,26,6409,58,2186,20,4829,44,4199,38,3880,35,3873,35,5339,49,5695,52,3594,33,5942,54,5174,47,4375,40,5246,48,4105,37,6211,57,3138,29,4400,40,6509,59
"TX","Texas","Leon County, Texas",48289,11935,4800,40,3169,27,7446,62,4513,38,8868,74,3057,26,7279,61,4512,38,9063,76,2815,24,7213,60,2361,20,5833,49,4106,34,4597,39,4152,35,6200,52,5763,48,4061,34,6443,54,5961,50,4551,38,6103,51,4205,35,7057,59,3156,26,5027,42,6836,57
"TX","Texas","Liberty County, Texas",48291,49137,21298,43,10990,22,28731,58,20573,42,34921,71,14268,29,27818,57,20899,43,36042,73,12958,26,27751,56,9915,20,22197,45,18471,38,16671,34,17527,36,23865,49,25457,52,15987,33,26388,54,23202,47,19254,39,23351,48,18047,37,27725,56,13685,28,19492,40,29291,60
"TX","Texas","Limestone County, Texas",48293,15936,6062,38,3691,23,6024,38,10237,64,10197,64,5984,38,7986,50,7911,50,10412,65,5775,36,8344,52,3421,21,6075,38,6528,41,4762,30,5123,32,7563,47,8361,52,5577,35,7658,48,7409,46,6074,38,7222,45,6049,38,8484,53,5033,32,6336,40,9141,57
"TX","Texas","Lipscomb County, Texas",48295,2111,949,45,501,24,1288,61,842,40,1498,71,618,29,1216,58,884,42,1585,75,511,24,1304,62,397,19,997,47,742,35,842,40,717,34,1110,53,1008,48,726,34,1152,55,1043,49,833,39,1080,51,758,36,1250,59,586,28,883,42,1212,57
"TX","Texas","Live Oak County, Texas",48297,8297,3442,41,2053,25,4863,59,3495,42,5932,72,2348,28,4899,59,3281,40,6106,74,2117,26,5085,61,1484,18,4066,49,2776,33,3316,40,2530,30,4640,56,3659,44,3224,39,3995,48,4377,53,2866,35,4456,54,2644,32,4947,60,2136,26,3724,45,4454,54
"TX","Texas","Llano County, Texas",48299,14985,6495,43,3795,25,8511,57,6720,45,10387,69,4735,32,8404,56,6636,44,11164,75,3817,25,8675,58,3354,22,6451,43,5821,39,5575,37,5638,38,7164,48,7886,53,4533,30,8929,60,6858,46,6669,45,7120,48,6200,41,8537,57,4766,32,5750,38,9122,61
"TX","Texas","Loving County, Texas",48301,82,34,41,18,22,31,38,52,64,50,61,34,41,39,48,43,52,52,64,31,38,43,52,18,22,33,40,32,39,25,31,26,32,40,49,42,51,30,36,40,49,39,47,32,39,38,47,31,38,44,54,27,32,32,39,47,58
"TX","Texas","Lubbock County, Texas",48303,163296,70177,43,40481,25,96015,59,68377,42,112861,69,50104,31,95597,59,66481,41,120980,74,41575,25,98040,60,34693,21,81405,50,52184,32,63243,39,58448,36,84484,52,79376,49,56839,35,87946,54,81042,50,62552,38,83867,51,58253,36,96854,59,46300,28,68110,42,95046,58
"TX","Texas","Lynn County, Texas",48305,3827,1740,45,802,21,2049,54,1788,47,2596,68,1238,32,2047,53,1753,46,2715,71,1124,29,2125,56,856,22,1631,43,1491,39,1203,31,1439,38,1797,47,2041,53,1263,33,2054,54,1777,46,1533,40,1779,46,1484,39,2118,55,1140,30,1449,38,2358,62
"TX","Texas","McCulloch County, Texas",48307,5643,2295,41,1541,27,3779,67,1861,33,4319,77,1290,23,3621,64,1927,34,4377,78,1204,21,3642,65,996,18,3039,54,1725,31,2416,43,1842,33,3228,57,2423,43,2140,38,2886,51,3046,54,1963,35,3148,56,1768,31,3516,62,1331,24,2567,45,3053,54
"TX","Texas","McLennan County, Texas",48309,141235,61372,43,33009,23,81592,58,60699,43,100800,71,40534,29,81625,58,58550,41,105155,74,36319,26,79504,56,30173,21,58187,41,54802,39,50690,36,49198,35,68753,49,72829,52,47822,34,75092,53,68295,48,54991,39,69284,49,51316,36,79366,56,39805,28,57648,41,82902,59
"TX","Texas","McMullen County, Texas",48311,528,232,44,113,21,253,48,282,53,343,65,191,36,270,51,255,48,363,69,166,31,292,55,115,22,218,41,205,39,174,33,180,34,259,49,270,51,181,34,274,52,247,47,212,40,247,47,203,38,291,55,164,31,207,39,312,59
"TX","Texas","Madison County, Texas",48313,8777,4092,47,1766,20,4901,56,3957,45,5894,67,2903,33,4669,53,4073,46,6317,72,2429,28,5001,57,1685,19,3605,41,3569,41,3013,34,2940,33,4131,47,4681,53,2861,33,4635,53,4043,46,3473,40,4071,46,3289,37,4796,55,2608,30,3476,40,5211,59
"TX","Texas","Marion County, Texas",48315,7947,3297,41,1708,21,3640,46,4406,55,5229,66,2801,35,4081,51,3852,48,5421,68,2595,33,4022,51,1729,22,3024,38,3404,43,2306,29,2825,36,3431,43,4533,57,2467,31,4210,53,3489,44,3241,41,3414,43,3258,41,4239,53,2432,31,2967,37,4847,61
"TX","Texas","Martin County, Texas",48317,2949,1356,46,588,20,1590,54,1375,47,1995,68,960,33,1566,53,1357,46,2081,71,862,29,1664,56,608,21,1266,43,1133,38,958,32,1036,35,1437,49,1520,52,1008,34,1519,52,1394,47,1131,38,1389,47,1088,37,1638,56,853,29,1160,39,1762,60
"TX","Texas","Mason County, Texas",48319,2902,1209,42,841,29,2035,70,889,31,2227,77,667,23,1890,65,981,34,2306,79,551,19,1983,68,447,15,1606,55,845,29,1433,49,866,30,1750,60,1159,40,1102,38,1526,53,1592,55,1029,35,1681,58,881,30,1864,64,678,23,1382,48,1498,52
"TX","Texas","Matagorda County, Texas",48321,23395,10741,46,4744,20,12667,54,10847,46,15959,68,7475,32,12552,54,10688,46,16707,71,6720,29,13387,57,4769,20,10102,43,9045,39,7701,33,8350,36,11077,47,12385,53,7882,34,12259,52,10984,47,9104,39,11025,47,8706,37,13096,56,6697,29,9232,39,14005,60
"TX","Texas","Maverick County, Texas",48323,30316,15304,50,4833,16,17760,59,12409,41,20890,69,8972,30,16705,55,12858,42,21213,70,8588,28,18763,62,4779,16,14837,49,9920,33,10635,35,9052,30,17359,57,12968,43,13144,43,12333,41,16548,55,8617,28,16381,54,8275,27,17996,59,6759,22,13612,45,16529,55
"TX","Texas","Medina County, Texas",48325,30036,13263,44,6971,23,18121,60,11849,39,21669,72,8247,27,17699,59,11921,40,22367,74,7574,25,18527,62,5803,19,14972,50,10062,34,11266,38,10459,35,16054,53,14049,47,11125,37,15350,51,15342,51,11038,37,15654,52,10368,35,17788,59,8020,27,12775,43,17181,57
"TX","Texas","Menard County, Texas",48327,1533,672,44,365,24,905,59,636,41,1087,71,449,29,878,57,645,42,1137,74,392,26,906,59,320,21,705,46,557,36,558,36,556,36,769,50,769,50,512,33,844,55,739,48,615,40,756,49,575,37,888,58,437,29,614,40,911,59
"TX","Texas","Midland County, Texas",48329,86389,37538,43,20466,24,49929,58,36473,42,61848,72,24499,28,49965,58,35597,41,63571,74,22788,26,51656,60,18152,21,38895,45,31561,37,29686,34,32352,37,42809,50,43828,51,29467,34,46735,54,41892,48,34319,40,42484,49,32909,38,48917,57,25360,29,33905,39,52194,60
"TX","Texas","Milam County, Texas",48331,16455,5958,36,4175,25,6865,42,9867,60,11017,67,5626,34,8853,54,7474,45,11046,67,5573,34,8860,54,3512,21,6986,42,6120,37,5319,32,5244,32,8371,51,8058,49,6036,37,7800,47,8068,49,5997,36,7950,48,5868,36,9193,56,4787,29,6876,42,9126,55
"TX","Texas","Mills County, Texas",48333,3391,1441,42,785,23,1726,51,1673,49,2292,68,1131,33,1784,53,1604,47,2411,71,1031,30,1718,51,932,27,1323,39,1445,43,949,28,1459,43,1381,41,2025,60,925,27,2051,60,1416,42,1562,46,1413,42,1542,45,1784,53,1152,34,1133,33,2247,66
"TX","Texas","Mitchell County, Texas",48335,6444,2477,38,1732,27,3917,61,2483,39,4802,75,1595,25,3990,62,2306,36,4785,74,1624,25,3861,60,1264,20,3295,51,2084,32,2405,37,2140,33,3483,54,2959,46,2446,38,3149,49,3391,53,2192,34,3430,53,2060,32,3829,59,1572,24,2799,43,3604,56
"TX","Texas","Montague County, Texas",48337,13644,6121,45,3104,23,7508,55,6303,46,9242,68,4561,33,7270,53,6420,47,9946,73,3732,27,7667,56,3133,23,5673,42,5484,40,4569,33,5287,39,6172,45,7547,55,3911,29,8182,60,5936,44,6185,45,6064,44,5818,43,7545,55,4414,32,5006,37,8551,63
"TX","Texas","Montgomery County, Texas",48339,295062,127906,43,74929,25,173075,59,124912,42,210810,71,85448,29,171796,58,122498,42,222485,75,73173,25,184426,63,59331,20,134838,46,110759,38,112676,38,108533,37,144709,49,151264,51,96097,33,168341,57,141261,48,123747,42,146088,50,111577,38,171145,58,83688,28,116476,39,177241,60
"TX","Texas","Moore County, Texas",48341,12593,5178,41,2810,22,6104,48,6661,53,8494,67,4132,33,6875,55,5545,44,8664,69,3909,31,7386,59,2332,19,5713,45,4412,35,4392,35,3813,30,6910,55,5669,45,5053,40,5638,45,6564,52,4220,34,6510,52,4074,32,7272,58,3409,27,5521,44,6800,54
"TX","Texas","Morris County, Texas",48343,8914,3674,41,2117,24,5097,57,3826,43,6400,72,2510,28,5126,58,3707,42,6554,74,2380,27,5049,57,1858,21,3919,44,3432,39,2965,33,3251,36,4173,47,4768,53,2863,32,4791,54,4184,47,3484,39,4201,47,3334,37,4994,56,2484,28,3529,40,5332,60
"TX","Texas","Motley County, Texas",48345,772,339,44,184,24,409,53,370,48,519,67,262,34,409,53,366,47,560,73,219,28,417,54,194,25,310,40,321,42,247,32,315,41,332,43,444,57,215,28,473,61,329,43,362,47,337,44,345,45,418,54,261,34,270,35,498,65
"TX","Texas","Nacogdoches County, Texas",48347,36361,15806,43,8612,24,21456,59,15098,42,26004,72,10380,29,20938,58,15235,42,27157,75,9208,25,21702,60,6945,19,16226,45,13424,37,13545,37,12709,35,17866,49,18612,51,12142,33,19620,54,17521,48,14336,39,17884,49,13063,36,21071,58,9808,27,14941,41,21224,58
"TX","Texas","Navarro County, Texas",48349,30481,13609,45,6568,22,16978,56,13687,45,20920,69,9624,32,16616,55,13728,45,22109,73,8400,28,17131,56,6416,21,12784,42,11817,39,10160,33,10985,36,14302,47,16286,53,9859,32,16438,54,14132,46,12211,40,14211,47,11704,38,16850,55,9088,30,11884,39,18368,60
"TX","Texas","Newton County, Texas",48351,9815,4095,42,2335,24,5941,61,3897,40,7146,73,2662,27,5734,58,3976,41,7311,74,2468,25,5742,58,1887,19,4493,46,3656,37,3493,36,3380,34,4791,49,5056,52,3202,33,5223,53,4706,48,3729,38,4750,48,3502,36,5569,57,2646,27,4029,41,5715,58
"TX","Texas","Nolan County, Texas",48353,9760,4303,44,2159,22,5439,56,4395,45,6781,69,3006,31,5413,55,4271,44,7063,72,2672,27,5670,58,1977,20,4356,45,3617,37,3418,35,3398,35,4902,50,4883,50,3359,34,5119,52,4711,48,3777,39,4756,49,3570,37,5571,57,2770,28,3956,41,5711,59
"TX","Texas","Nueces County, Texas",48355,217032,97726,45,47857,22,131023,60,85704,39,160434,74,55889,26,129803,60,82771,38,163673,75,53836,25,135475,62,38593,18,116261,54,66243,31,84635,39,70820,33,120525,56,96754,45,87230,40,103982,48,115951,53,74081,34,118313,55,68347,31,130845,60,53922,25,93482,43,122233,56
"TX","Texas","Ochiltree County, Texas",48357,6254,2836,45,1339,21,3648,58,2631,42,4343,69,1907,30,3497,56,2686,43,4541,73,1676,27,3646,58,1252,20,2837,45,2300,37,2214,35,2132,34,3195,51,3074,49,2201,35,3215,51,3072,49,2340,37,3095,49,2222,36,3564,57,1764,28,2556,41,3648,58
"TX","Texas","Oldham County, Texas",48359,1323,554,42,340,26,736,56,606,46,913,69,421,32,744,56,579,44,966,73,352,27,764,58,289,22,584,44,469,35,500,38,465,35,662,50,664,50,430,33,746,56,629,48,557,42,646,49,527,40,758,57,395,30,526,40,781,59
"TX","Texas","Orange County, Texas",48361,54523,20764,38,14086,26,27218,50,27592,51,38022,70,16990,31,30212,55,24034,44,38403,70,16549,30,29571,54,13589,25,23598,43,21547,40,17279,32,21106,39,25022,46,29659,54,16664,31,30772,56,24629,45,22991,42,24649,45,22515,41,30320,56,16686,31,20281,37,33697,62
"TX","Texas","Palo Pinto County, Texas",48363,18728,7488,40,5009,27,11656,62,7101,38,13919,74,4805,26,11414,61,7082,38,14196,76,4458,24,11229,60,3823,20,9187,49,6407,34,7124,38,6628,35,9722,52,9050,48,6321,34,10209,55,9336,50,7186,38,9550,51,6674,36,11069,59,5013,27,7800,42,10823,58
"TX","Texas","Panola County, Texas",48365,15953,6772,42,3536,22,8154,51,7957,50,10737,67,5319,33,8537,54,7357,46,11314,71,4742,30,8412,53,3623,23,6294,39,6730,42,4833,30,6069,38,6952,44,9055,57,4800,30,8890,56,7028,44,6685,42,7007,44,6474,41,8614,54,4910,31,5887,37,9915,62
"TX","Texas","Parker County, Texas",48367,77200,32499,42,20088,26,44019,57,33825,44,53608,69,23991,31,43718,57,33536,43,57852,75,19845,26,41230,53,18937,25,31565,41,31527,41,26318,34,31281,41,35058,45,42419,55,22870,30,46678,60,34953,45,34970,45,35981,47,33575,43,42849,56,26267,34,28092,36,48829,63
"TX","Texas","Parmer County, Texas",48369,6084,2886,47,1180,19,3445,57,2664,44,4117,68,1955,32,3279,54,2737,45,4300,71,1722,28,3633,60,1139,19,2817,46,2171,36,2106,35,2030,33,3163,52,2942,48,2202,36,3007,49,2990,49,2187,36,2994,49,2067,34,3461,57,1623,27,2474,41,3558,58
"TX","Texas","Pecos County, Texas",48371,10309,4770,46,1952,19,5385,52,4907,48,6874,67,3391,33,5421,53,4723,46,7056,68,3231,31,5771,56,2049,20,4509,44,3860,37,3200,31,3459,34,5119,50,5202,50,3802,37,4867,47,5041,49,3583,35,4971,48,3509,34,5698,55,2806,27,4116,40,6102,59
"TX","Texas","Polk County, Texas",48373,32316,13856,43,7864,24,20171,62,12318,38,23531,73,8802,27,19082,59,12915,40,24402,76,7695,24,19720,61,5923,18,15365,48,11407,35,12626,39,10707,33,16778,52,15647,48,10981,34,17236,53,15962,49,12270,38,16349,51,11236,35,18901,58,8620,27,13673,42,18388,57
"TX","Texas","Potter County, Texas",48375,75406,31944,42,17628,23,42543,56,33352,44,53776,71,21715,29,43650,58,30803,41,54961,73,20210,27,46300,61,13685,18,35572,47,25545,34,28251,37,24361,32,40527,54,35023,46,28084,37,36984,49,38394,51,26731,35,38881,52,24907,33,44945,60,19045,25,31826,42,42585,56
"TX","Texas","Presidio County, Texas",48377,5000,2577,52,881,18,3097,62,1932,39,3447,69,1500,30,2797,56,2121,42,3606,72,1279,26,3302,66,679,14,2517,50,1573,31,2081,42,1344,27,3012,60,1996,40,2179,44,2105,42,2771,55,1476,30,2811,56,1337,27,3063,61,1119,22,2366,47,2582,52
"TX","Texas","Rains County, Texas",48379,7828,3513,45,1736,22,4287,55,3630,46,5288,68,2624,34,4140,53,3707,47,5711,73,2158,28,4352,56,1787,23,3236,41,3187,41,2554,33,3045,39,3457,44,4408,56,2245,29,4658,60,3397,43,3534,45,3446,44,3375,43,4283,55,2516,32,2871,37,4904,63
"TX","Texas","Randall County, Texas",48381,77392,33132,43,19849,26,42686,55,35584,46,53296,69,24551,32,43436,56,34186,44,56839,73,20652,27,42271,55,19677,25,32674,42,31896,41,25966,34,32524,42,34060,44,43541,56,23077,30,47217,61,34903,45,36095,47,35860,46,35417,46,42131,54,28636,37,27463,35,49685,64
"TX","Texas","Reagan County, Texas",48383,2089,976,47,390,19,1125,54,971,46,1408,67,678,32,1104,53,955,46,1447,69,628,30,1193,57,400,19,922,44,775,37,678,32,683,33,1064,51,1028,49,770,37,991,47,1027,49,730,35,1014,49,707,34,1167,56,568,27,855,41,1211,58
"TX","Texas","Real County, Texas",48385,2500,1197,48,546,22,1493,60,1051,42,1707,68,812,32,1366,55,1140,46,1861,74,616,25,1543,62,453,18,1110,44,927,37,1010,40,828,33,1290,52,1223,49,823,33,1396,56,1187,47,1034,41,1234,49,933,37,1454,58,735,29,1027,41,1447,58
"TX","Texas","Red River County, Texas",48387,9187,4076,44,1971,21,5167,56,4095,45,6362,69,2870,31,4988,54,4168,45,6668,73,2515,27,5181,56,1869,20,3835,42,3682,40,3058,33,3281,36,4245,46,4983,54,2837,31,5042,55,4165,45,3727,41,4181,46,3546,39,5047,55,2715,30,3563,39,5544,60
"TX","Texas","Reeves County, Texas",48389,9134,4323,47,1667,18,4960,54,4147,45,6160,67,2911,32,4869,53,4095,45,6298,69,2781,30,5245,57,1741,19,4125,45,3298,36,2910,32,3008,33,4709,52,4436,49,3494,38,4191,46,4596,50,3040,33,4534,50,2967,32,5149,56,2379,26,3744,41,5322,58
"TX","Texas","Refugio County, Texas",48391,4951,2048,41,1237,25,3270,66,1666,34,3776,76,1125,23,3165,64,1669,34,3778,76,1098,22,3223,65,807,16,2714,55,1458,29,2098,42,1506,30,2952,60,1999,40,2070,42,2274,46,2786,56,1543,31,2843,57,1398,28,3109,63,1077,22,2357,48,2566,52
"TX","Texas","Roberts County, Texas",48393,669,289,43,171,26,353,53,327,49,453,68,226,34,363,54,313,47,496,74,181,27,376,56,164,24,271,41,272,41,234,35,273,41,297,44,376,56,187,28,420,63,289,43,321,48,302,45,302,45,375,56,226,34,239,36,426,64
"TX","Texas","Robertson County, Texas",48395,10978,4365,40,2666,24,5922,54,5167,47,7733,70,3264,30,6317,58,4544,41,7857,72,3060,28,6692,61,1849,17,4960,45,3986,36,4122,38,3235,29,6016,55,4972,45,4175,38,5120,47,5652,51,3702,34,5678,52,3512,32,6483,59,2747,25,4897,45,5850,53
"TX","Texas","Rockwall County, Texas",48397,50331,20959,42,13907,28,30959,62,19483,39,37037,74,13395,27,30630,61,19492,39,38902,77,11689,23,31077,62,10294,20,24907,49,17167,34,20253,40,18716,37,25715,51,24801,49,16619,33,28926,57,24676,49,20639,41,25885,51,18695,37,30283,60,14189,28,20607,41,29675,59
"TX","Texas","Runnels County, Texas",48399,7131,3068,43,1664,23,4093,57,3046,43,5054,71,2083,29,4044,57,3020,42,5221,73,1918,27,4059,57,1577,22,3214,45,2665,37,2393,34,2674,38,3436,48,3715,52,2332,33,3908,55,3380,47,2853,40,3414,48,2723,38,4039,57,2056,29,2776,39,4324,61
"TX","Texas","Rusk County, Texas",48401,36039,12744,35,8906,25,12994,36,23468,65,23153,64,13406,37,18232,51,17625,49,23202,64,13707,38,17286,48,9081,25,13490,37,15036,42,9558,27,12883,36,15851,44,20154,56,11837,33,18021,50,16119,45,14242,40,15540,43,14505,40,18732,52,11600,32,13429,37,21727,60
"TX","Texas","Sabine County, Texas",48403,7791,3013,39,2212,28,5106,66,2685,34,5954,76,1821,23,4934,63,2749,35,6031,77,1713,22,4785,61,1519,20,3965,51,2588,33,3114,40,2707,35,4114,53,3696,47,2624,34,4260,55,3948,51,2936,38,4059,52,2688,35,4672,60,1991,26,3337,43,4418,57
"TX","Texas","San Augustine County, Texas",48405,6160,2730,44,1276,21,3321,54,2884,47,4198,68,1997,32,3248,53,2895,47,4388,71,1789,29,3340,54,1300,21,2446,40,2582,42,1899,31,2238,36,2701,44,3488,57,1836,30,3377,55,2702,44,2522,41,2678,43,2441,40,3279,53,1872,30,2311,38,3792,62
"TX","Texas","San Jacinto County, Texas",48407,18009,8137,45,3841,21,9900,55,8287,46,12253,68,5894,33,9554,53,8444,47,13012,72,5027,28,10015,56,3873,22,7341,41,7375,41,5894,33,6657,37,8125,45,9970,55,5389,30,10208,57,7965,44,7668,43,8027,45,7294,41,9792,54,5597,31,6763,38,11095,62
"TX","Texas","San Patricio County, Texas",48409,41116,18692,45,8728,21,23186,56,18130,44,28822,70,12205,30,23193,56,17398,42,30006,73,11099,27,24299,59,8219,20,19225,47,14811,36,14658,36,14336,35,21401,52,19793,48,15179,37,20731,50,20615,50,15308,37,20780,51,14754,36,23624,57,11857,29,16921,41,23951,58
"TX","Texas","San Saba County, Texas",48411,4141,1927,47,902,22,2333,56,1848,45,2807,68,1359,33,2224,54,1913,46,3018,73,1120,27,2396,58,872,21,1774,43,1611,39,1457,35,1511,36,1976,48,2183,53,1314,32,2339,56,1900,46,1752,42,1946,47,1639,40,2323,56,1267,31,1590,38,2523,61
"TX","Texas","Schleicher County, Texas",48413,2068,957,46,432,21,1134,55,943,46,1406,68,664,32,1115,54,939,45,1481,72,587,28,1182,57,441,21,900,44,788,38,686,33,758,37,1003,49,1071,52,700,34,1103,53,978,47,820,40,987,48,784,38,1164,56,604,29,803,39,1253,61
"TX","Texas","Scurry County, Texas",48415,11058,4842,44,2509,23,6185,56,4879,44,7678,69,3391,31,6127,55,4831,44,8001,72,3078,28,6214,56,2481,22,4848,44,4213,38,3629,33,4155,38,5240,47,5851,53,3607,33,6044,55,5170,47,4463,40,5215,47,4278,39,6186,56,3251,29,4225,38,6786,61
"TX","Texas","Shackelford County, Texas",48417,2273,964,42,578,25,1313,58,982,43,1607,71,682,30,1300,57,973,43,1699,75,578,25,1329,58,497,22,995,44,848,37,837,37,852,38,1100,48,1183,52,698,31,1328,58,1052,46,977,43,1087,48,908,40,1307,58,682,30,884,39,1376,61
"TX","Texas","Shelby County, Texas",48419,16317,7101,44,3728,23,9984,61,6429,39,11714,72,4583,28,9458,58,6711,41,12187,75,4016,25,9874,61,2896,18,7570,46,5912,36,6169,38,5325,33,8360,51,8012,49,5588,34,8445,52,8018,49,6030,37,8135,50,5583,34,9435,58,4286,26,6934,42,9238,57
"TX","Texas","Sherman County, Texas",48421,1803,820,45,389,22,973,54,849,47,1219,68,595,33,967,54,831,46,1293,72,509,28,1037,58,376,21,774,43,689,38,624,35,641,36,885,49,924,51,600,33,974,54,847,47,731,41,858,48,691,38,1018,56,539,30,709,39,1076,60
"TX","Texas","Smith County, Texas",48423,133303,58252,44,31095,23,76676,58,56862,43,94929,71,38827,29,75723,57,57067,43,98811,74,34956,26,78016,59,26966,20,56011,42,51172,38,47324,36,48241,36,64416,48,69444,52,43442,33,73239,55,62687,47,53274,40,63947,48,49709,37,75346,57,37349,28,53057,40,79520,60
"TX","Texas","Somervell County, Texas",48425,5694,2389,42,1418,25,2867,50,2834,50,3837,67,1909,34,3031,53,2677,47,4083,72,1724,30,2897,51,1637,29,2226,39,2420,43,1617,28,2541,45,2277,40,3441,60,1528,27,3545,62,2361,41,2710,48,2390,42,2668,47,3023,53,1974,35,1857,33,3833,67
"TX","Texas","Starr County, Texas",48427,33551,17017,51,5184,15,20475,61,13065,39,23578,70,9427,28,18888,56,13686,41,23644,70,9085,27,21614,64,4540,14,16902,50,10591,32,12520,37,8968,27,20419,61,13141,39,15287,46,12555,37,19011,57,8523,25,18801,56,8055,24,20361,61,6790,20,16051,48,17209,51
"TX","Texas","Stephens County, Texas",48429,6441,2767,43,1547,24,3734,58,2734,42,4518,70,1948,30,3618,56,2794,43,4719,73,1702,26,3670,57,1467,23,2776,43,2540,39,2203,34,2461,38,3024,47,3437,53,2009,31,3683,57,2979,46,2732,42,3027,47,2615,41,3592,56,2026,31,2453,38,3955,61
"TX","Texas","Sterling County, Texas",48431,827,377,46,179,22,445,54,394,48,558,67,275,33,444,54,383,46,595,72,230,28,484,59,165,20,357,43,313,38,297,36,286,35,415,50,415,50,279,34,444,54,392,47,334,40,399,48,313,38,472,57,245,30,332,40,485,59
"TX","Texas","Stonewall County, Texas",48433,1074,473,44,260,24,582,54,504,47,724,67,362,34,575,54,504,47,783,73,299,28,598,56,251,23,439,41,435,40,365,34,416,39,479,45,600,56,307,29,646,60,467,44,488,45,481,45,462,43,590,55,352,33,388,36,679,63
"TX","Texas","Sutton County, Texas",48435,2546,1175,46,504,20,1327,52,1227,48,1711,67,832,33,1357,53,1160,46,1778,70,766,30,1445,57,532,21,1116,44,951,37,820,32,898,35,1275,50,1275,50,929,36,1259,49,1242,49,943,37,1238,49,912,36,1436,56,716,28,1016,40,1509,59
"TX","Texas","Swisher County, Texas",48437,5020,2280,45,1094,22,2923,58,2121,42,3482,69,1533,31,2804,56,2173,43,3665,73,1331,27,3005,60,961,19,2334,47,1803,36,1803,36,1720,34,2569,51,2466,49,1760,35,2598,52,2459,49,1890,38,2499,50,1768,35,2903,58,1371,27,2071,41,2914,58
"TX","Texas","Tarrant County, Texas",48439,1135356,481318,42,286600,25,691146,61,448449,39,819634,72,318561,28,682899,60,443972,39,862734,76,275357,24,665296,59,222559,20,507276,45,423138,37,420989,37,396257,35,575627,51,562200,50,404741,36,602333,53,575887,51,451083,40,585544,52,417181,37,655510,58,320983,28,478698,42,655040,58
"TX","Texas","Taylor County, Texas",48441,80720,33601,42,21299,26,50518,63,30341,38,59210,73,21320,26,48879,61,30956,38,62020,77,18656,23,48756,60,17058,21,39230,49,27704,34,31896,40,28823,36,42061,52,38855,48,28012,35,43996,55,40692,50,31394,39,42137,52,28696,36,47975,59,22663,28,33992,42,46504,58
"TX","Texas","Terrell County, Texas",48443,801,369,46,160,20,411,51,395,49,533,67,268,33,424,53,368,46,555,69,245,31,462,58,159,20,356,44,292,36,267,33,267,33,414,52,388,48,302,38,386,48,399,50,289,36,399,50,277,35,456,57,222,28,329,41,463,58
"TX","Texas","Terry County, Texas",48445,8068,3550,44,1815,22,4870,60,3183,39,5770,72,2254,28,4677,58,3257,40,5894,73,2106,26,4833,60,1513,19,3880,48,2782,34,2932,36,2666,33,4248,53,3835,48,2959,37,3991,49,4093,51,2825,35,4128,51,2662,33,4694,58,2069,26,3400,42,4620,57
"TX","Texas","Throckmorton County, Texas",48447,1196,450,38,359,30,765,64,429,36,907,76,289,24,753,63,428,36,921,77,273,23,712,60,263,22,600,50,403,34,459,38,445,37,610,51,589,49,385,32,684,57,591,49,477,40,609,51,442,37,710,59,325,27,486,41,707,59
